Draft_Year,Team,Current_Round_1_Picks,Current_Round_2_Picks,Current_Round_3_Picks,Current_Round_4_Picks,Current_Round_5_Picks,Current_Round_6_Picks,Current_Round_7Plus_Picks,Prev_1Yr_Round_1_Picks,Prev_1Yr_Round_2_Picks,Prev_1Yr_Round_3_Picks,Prev_1Yr_Round_4_Picks,Prev_1Yr_Round_5_Picks,Prev_1Yr_Round_6_Picks,Prev_1Yr_Round_7Plus_Picks,Prev_2Yr_Round_1_Picks,Prev_2Yr_Round_2_Picks,Prev_2Yr_Round_3_Picks,Prev_2Yr_Round_4_Picks,Prev_2Yr_Round_5_Picks,Prev_2Yr_Round_6_Picks,Prev_2Yr_Round_7Plus_Picks,Prev_3Yr_Round_1_Picks,Prev_3Yr_Round_2_Picks,Prev_3Yr_Round_3_Picks,Prev_3Yr_Round_4_Picks,Prev_3Yr_Round_5_Picks,Prev_3Yr_Round_6_Picks,Prev_3Yr_Round_7Plus_Picks,Prev_4Yr_Round_1_Picks
1985,pit,1,1,1,1,1,1,7,1,1,0,2,1,1,6,1,1,1,1,2,1,7,1,1,1,1,1,2,7,1
1985,rai,1,0,2,1,1,1,10,0,1,1,0,1,1,4,1,1,1,1,1,0,5,1,2,1,1,1,0,4,2
1985,ram,2,2,2,1,3,3,11,1,1,1,1,3,1,16,2,3,1,5,2,2,11,2,1,3,2,4,2,13,2
1985,sdg,1,2,1,1,0,1,8,1,1,0,0,1,1,6,3,0,0,1,0,1,8,0,0,0,0,0,0,5,1
1985,sea,0,1,1,1,3,0,6,1,1,1,1,0,1,6,1,0,0,0,1,1,6,1,1,1,0,0,1,6,1
1985,sfo,1,0,1,0,1,1,2,1,1,1,0,2,0,4,0,1,1,1,1,0,4,0,1,0,0,1,1,6,1
1985,tam,1,0,1,1,0,0,7,0,1,1,2,0,1,6,0,1,1,1,1,2,6,1,1,2,1,1,1,4,1
1985,was,0,1,0,0,1,1,9,0,2,1,1,1,1,5,1,1,1,0,0,2,4,0,1,1,1,1,1,10,1
1986,atl,2,0,0,0,0,2,5,1,1,0,1,0,1,6,1,2,1,1,1,2,6,1,1,1,1,1,1,5,1
1986,buf,2,0,1,0,1,0,10,2,2,2,2,1,1,6,1,1,3,1,1,1,6,2,1,0,2,1,0,6,1
1986,chi,1,1,1,1,1,1,5,1,1,1,1,0,0,5,1,1,1,1,0,0,7,2,1,1,2,0,0,7,1
1986,cin,2,1,3,2,1,1,7,2,1,1,1,2,2,7,3,1,1,1,1,1,7,1,1,1,1,1,2,6,1
1986,cle,0,1,0,0,1,0,6,0,1,0,0,0,1,5,1,2,0,2,1,1,3,0,1,1,0,1,2,6,1
1986,clt,1,1,0,1,2,0,8,1,1,1,1,1,0,5,2,1,1,2,2,1,3,0,0,0,0,0,0,0,0
1986,dal,1,1,1,1,0,3,7,1,1,1,1,2,2,7,1,1,1,1,2,2,7,1,1,1,1,1,1,6,1
1986,den,0,0,0,1,1,2,5,1,2,0,1,1,0,7,0,1,1,1,0,1,7,1,1,1,0,2,1,6,1
1986,det,1,1,1,1,1,0,5,1,1,1,1,1,1,6,1,1,3,1,0,1,8,1,1,1,1,2,1,5,1
1986,gnb,0,1,1,2,1,1,4,1,0,1,1,1,1,7,1,0,1,1,1,1,5,1,1,0,1,1,1,7,1
1986,kan,1,1,1,2,0,1,4,1,1,0,1,1,1,7,2,1,1,1,2,1,7,1,1,1,1,1,1,7,1
1986,mia,0,1,1,1,1,1,6,1,0,2,2,0,2,6,1,1,0,1,1,1,7,1,1,1,0,0,1,6,1
1986,min,1,0,0,1,1,1,6,1,1,3,2,1,2,5,1,0,1,0,1,1,8,1,0,1,1,1,1,7,1
1986,nor,1,1,3,1,1,1,6,1,1,1,1,0,0,4,0,1,2,1,1,1,5,0,1,2,1,0,0,1,1
1986,nwe,1,2,0,1,1,0,7,1,3,1,2,0,0,3,1,1,1,0,1,1,7,1,1,2,1,2,1,11,2
1986,nyg,1,4,1,0,1,2,5,1,1,2,1,1,2,5,2,0,1,2,1,1,5,1,1,2,0,1,2,8,1
1986,nyj,1,1,1,1,1,0,6,1,1,1,1,3,2,5,2,2,1,1,1,1,7,1,1,1,1,1,1,6,1
1986,oti,1,1,1,0,1,1,5,2,1,1,1,2,1,6,1,2,1,2,1,2,5,1,2,3,2,2,1,3,1
1986,phi,1,2,0,1,2,1,8,1,1,0,1,1,1,6,1,0,1,1,1,1,5,1,2,1,1,1,1,7,1
1986,pit,1,1,1,1,2,1,6,1,1,1,1,1,1,7,1,1,0,2,1,1,6,1,1,1,1,2,1,7,1
1986,rai,1,0,1,3,0,1,6,1,0,2,1,1,1,10,0,1,1,0,1,1,4,1,1,1,1,1,0,5,1
1986,ram,2,2,2,1,1,2,13,2,2,2,1,3,3,11,1,1,1,1,3,1,16,2,3,1,5,2,2,11,2
1986,sdg,2,0,2,2,3,1,7,1,2,1,1,0,1,8,1,1,0,0,1,1,6,3,0,0,1,0,1,8,0
1986,sea,1,0,1,0,1,1,6,0,1,1,1,3,0,6,1,1,1,1,0,1,6,1,0,0,0,1,1,6,1
1986,sfo,0,1,3,3,1,1,4,1,0,1,0,1,1,2,1,1,1,0,2,0,4,0,1,1,1,1,0,4,0
1986,tam,2,2,0,1,1,1,5,1,0,1,1,0,0,7,0,1,1,2,0,1,6,0,1,1,1,1,2,6,1
1986,was,0,2,1,0,1,2,5,0,1,0,0,1,1,9,0,2,1,1,1,1,5,1,1,1,0,0,2,4,0
1987,atl,1,1,0,1,1,1,6,2,0,0,0,0,2,5,1,1,0,1,0,1,6,1,2,1,1,1,2,6,1
1987,buf,1,2,2,1,0,0,5,2,0,1,0,1,0,10,2,2,2,2,1,1,6,1,1,3,1,1,1,6,2
1987,chi,1,1,0,1,2,1,6,1,1,1,1,1,1,5,1,1,1,1,0,0,5,1,1,1,1,0,0,7,2
1987,cin,1,1,2,1,2,1,6,2,1,3,2,1,1,7,2,1,1,1,2,2,7,3,1,1,1,1,1,7,1
1987,cle,1,1,2,0,0,1,3,0,1,0,0,1,0,6,0,1,0,0,0,1,5,1,2,0,2,1,1,3,0
1987,clt,1,0,1,1,1,1,6,1,1,0,1,2,0,8,1,1,1,1,1,0,5,2,1,1,2,2,1,3,0
1987,dal,1,1,1,1,1,1,6,1,1,1,1,0,3,7,1,1,1,1,2,2,7,1,1,1,1,2,2,7,1
1987,den,1,0,1,1,0,1,7,0,0,0,1,1,2,5,1,2,0,1,1,0,7,0,1,1,1,0,1,7,1
1987,det,1,0,1,1,0,1,6,1,1,1,1,1,0,5,1,1,1,1,1,1,6,1,1,3,1,0,1,8,1
1987,gnb,1,1,3,1,0,1,7,0,1,1,2,1,1,4,1,0,1,1,1,1,7,1,0,1,1,1,1,5,1
1987,kan,1,1,1,0,1,0,6,1,1,1,2,0,1,4,1,1,0,1,1,1,7,2,1,1,1,2,1,7,1
1987,mia,1,2,0,1,1,1,7,0,1,1,1,1,1,6,1,0,2,2,0,2,6,1,1,0,1,1,1,7,1
1987,min,1,1,1,1,0,1,5,1,0,0,1,1,1,6,1,1,3,2,1,2,5,1,0,1,0,1,1,8,1
1987,nor,1,1,1,1,1,1,6,1,1,3,1,1,1,6,1,1,1,1,0,0,4,0,1,2,1,1,1,5,0
1987,nwe,1,0,1,3,2,1,2,1,2,0,1,1,0,7,1,3,1,2,0,0,3,1,1,1,0,1,1,7,1
1987,nyg,1,1,1,1,1,2,7,1,4,1,0,1,2,5,1,1,2,1,1,2,5,2,0,1,2,1,1,5,1
1987,nyj,1,1,1,0,1,1,7,1,1,1,1,1,0,6,1,1,1,1,3,2,5,2,2,1,1,1,1,7,1
1987,oti,2,1,1,1,1,2,6,1,1,1,0,1,1,5,2,1,1,1,2,1,6,1,2,1,2,1,2,5,1
1987,phi,1,0,1,1,1,2,4,1,2,0,1,2,1,8,1,1,0,1,1,1,6,1,0,1,1,1,1,5,1
1987,pit,1,1,1,1,1,2,6,1,1,1,1,2,1,6,1,1,1,1,1,1,7,1,1,0,2,1,1,6,1
1987,rai,1,1,1,1,0,0,7,1,0,1,3,0,1,6,1,0,2,1,1,1,10,0,1,1,0,1,1,4,1
1987,ram,1,2,3,3,4,2,11,2,2,2,1,1,2,13,2,2,2,1,3,3,11,1,1,1,1,3,1,16,2
1987,sdg,1,1,1,1,1,0,7,2,0,2,2,3,1,7,1,2,1,1,0,1,8,1,1,0,0,1,1,6,3
1987,sea,1,1,0,1,2,0,8,1,0,1,0,1,1,6,0,1,1,1,3,0,6,1,1,1,1,0,1,6,1
1987,sfo,2,1,0,0,1,1,5,0,1,3,3,1,1,4,1,0,1,0,1,1,2,1,1,1,0,2,0,4,0
1987,tam,1,3,1,3,2,1,9,2,2,0,1,1,1,5,1,0,1,1,0,0,7,0,1,1,2,0,1,6,0
1987,was,0,2,0,0,1,2,6,0,2,1,0,1,2,5,0,1,0,0,1,1,9,0,2,1,1,1,1,5,1
1988,atl,1,1,1,0,1,2,6,1,1,0,1,1,1,6,2,0,0,0,0,2,5,1,1,0,1,0,1,6,1
1988,buf,0,1,1,0,2,1,9,1,2,2,1,0,0,5,2,0,1,0,1,0,10,2,2,2,2,1,1,6,1
1988,chi,2,1,1,1,1,1,7,1,1,0,1,2,1,6,1,1,1,1,1,1,5,1,1,1,1,0,0,5,1
1988,cin,1,1,1,1,1,1,6,1,1,2,1,2,1,6,2,1,3,2,1,1,7,2,1,1,1,2,2,7,3
1988,cle,1,1,1,1,0,0,6,1,1,2,0,0,1,3,0,1,0,0,1,0,6,0,1,0,0,0,1,5,1
1988,clt,0,0,1,1,1,0,5,1,0,1,1,1,1,6,1,1,0,1,2,0,8,1,1,1,1,1,0,5,2
1988,crd,1,1,1,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,dal,1,1,1,1,0,1,6,1,1,1,1,1,1,6,1,1,1,1,0,3,7,1,1,1,1,2,2,7,1
1988,den,1,1,1,0,1,0,6,1,0,1,1,0,1,7,0,0,0,1,1,2,5,1,2,0,1,1,0,7,0
1988,det,1,2,1,1,1,1,6,1,0,1,1,0,1,6,1,1,1,1,1,0,5,1,1,1,1,1,1,6,1
1988,gnb,1,1,1,2,1,1,5,1,1,3,1,0,1,7,0,1,1,2,1,1,4,1,0,1,1,1,1,7,1
1988,kan,1,0,1,1,0,1,5,1,1,1,0,1,0,6,1,1,1,2,0,1,4,1,1,0,1,1,1,7,2
1988,mia,1,1,1,1,1,2,7,1,2,0,1,1,1,7,0,1,1,1,1,1,6,1,0,2,2,0,2,6,1
1988,min,1,1,1,1,1,1,5,1,1,1,1,0,1,5,1,0,0,1,1,1,6,1,1,3,2,1,2,5,1
1988,nor,1,1,1,1,2,1,7,1,1,1,1,1,1,6,1,1,3,1,1,1,6,1,1,1,1,0,0,4,0
1988,nwe,1,1,1,3,1,1,5,1,0,1,3,2,1,2,1,2,0,1,1,0,7,1,3,1,2,0,0,3,1
1988,nyg,1,1,1,1,1,1,8,1,1,1,1,1,2,7,1,4,1,0,1,2,5,1,1,2,1,1,2,5,2
1988,nyj,1,1,2,0,1,1,6,1,1,1,0,1,1,7,1,1,1,1,1,0,6,1,1,1,1,3,2,5,2
1988,oti,1,1,1,0,2,1,6,2,1,1,1,1,2,6,1,1,1,0,1,1,5,2,1,1,1,2,1,6,1
1988,phi,1,1,1,0,1,2,5,1,0,1,1,1,2,4,1,2,0,1,2,1,8,1,1,0,1,1,1,6,1
1988,pit,1,1,1,0,2,1,7,1,1,1,1,1,2,6,1,1,1,1,2,1,6,1,1,1,1,1,1,7,1
1988,rai,3,0,0,1,1,1,7,1,1,1,1,0,0,7,1,0,1,3,0,1,6,1,0,2,1,1,1,10,0
1988,ram,2,3,1,0,2,2,4,1,2,3,3,4,2,11,2,2,2,1,1,2,13,2,2,2,1,3,3,11,1
1988,sdg,1,0,1,3,0,1,4,1,1,1,1,1,0,7,2,0,2,2,3,1,7,1,2,1,1,0,1,8,1
1988,sea,0,1,1,1,0,1,7,1,1,0,1,2,0,8,1,0,1,0,1,1,6,0,1,1,1,3,0,6,1
1988,sfo,0,2,1,1,0,0,6,2,1,0,0,1,1,5,0,1,3,3,1,1,4,1,0,1,0,1,1,2,1
1988,tam,1,1,0,3,1,1,5,1,3,1,3,2,1,9,2,2,0,1,1,1,5,1,0,1,1,0,0,7,0
1988,was,0,1,1,1,1,1,6,0,2,0,0,1,2,6,0,2,1,0,1,2,5,0,1,0,0,1,1,9,0
1989,atl,2,1,1,0,0,1,5,1,1,1,0,1,2,6,1,1,0,1,1,1,6,2,0,0,0,0,2,5,1
1989,buf,0,0,1,1,1,1,6,0,1,1,0,2,1,9,1,2,2,1,0,0,5,2,0,1,0,1,0,10,2
1989,chi,2,2,1,1,2,0,12,2,1,1,1,1,1,7,1,1,0,1,2,1,6,1,1,1,1,1,1,5,1
1989,cin,0,2,1,2,1,1,7,1,1,1,1,1,1,6,1,1,2,1,2,1,6,2,1,3,2,1,1,7,2
1989,cle,1,1,0,1,2,1,5,1,1,1,1,0,0,6,1,1,2,0,0,1,3,0,1,0,0,1,0,6,0
1989,clt,1,0,1,1,0,1,8,0,0,1,1,1,0,5,1,0,1,1,1,1,6,1,1,0,1,2,0,8,1
1989,crd,2,1,1,1,2,1,6,1,1,1,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,dal,1,2,2,1,3,0,6,1,1,1,1,0,1,6,1,1,1,1,1,1,6,1,1,1,1,0,3,7,1
1989,den,1,2,1,1,1,1,7,1,1,1,0,1,0,6,1,0,1,1,0,1,7,0,0,0,1,1,2,5,1
1989,det,1,1,1,1,1,1,6,1,2,1,1,1,1,6,1,0,1,1,0,1,6,1,1,1,1,1,0,5,1
1989,gnb,1,0,2,1,2,1,7,1,1,1,2,1,1,5,1,1,3,1,0,1,7,0,1,1,2,1,1,4,1
1989,kan,1,1,1,1,0,1,7,1,0,1,1,0,1,5,1,1,1,0,1,0,6,1,1,1,2,0,1,4,1
1989,mia,2,0,0,1,1,1,7,1,1,1,1,1,2,7,1,2,0,1,1,1,7,0,1,1,1,1,1,6,1
1989,min,0,1,1,1,0,1,5,1,1,1,1,1,1,5,1,1,1,1,0,1,5,1,0,0,1,1,1,6,1
1989,nor,1,1,1,1,1,1,6,1,1,1,1,2,1,7,1,1,1,1,1,1,6,1,1,3,1,1,1,6,1
1989,nwe,1,1,2,2,0,1,8,1,1,1,3,1,1,5,1,0,1,3,2,1,2,1,2,0,1,1,0,7,1
1989,nyg,1,0,2,2,1,1,6,1,1,1,1,1,1,8,1,1,1,1,1,2,7,1,4,1,0,1,2,5,1
1989,nyj,1,1,1,1,1,2,6,1,1,2,0,1,1,6,1,1,1,0,1,1,7,1,1,1,1,1,0,6,1
1989,oti,1,1,1,1,1,1,6,1,1,1,0,2,1,6,2,1,1,1,1,2,6,1,1,1,0,1,1,5,2
1989,phi,0,1,2,0,0,1,0,1,1,1,0,1,2,5,1,0,1,1,1,2,4,1,2,0,1,2,1,8,1
1989,pit,2,1,1,1,1,1,6,1,1,1,0,2,1,7,1,1,1,1,1,2,6,1,1,1,1,2,1,6,1
1989,rai,0,0,0,0,0,2,3,3,0,0,1,1,1,7,1,1,1,1,0,0,7,1,0,1,3,0,1,6,1
1989,ram,2,3,1,1,1,2,4,2,3,1,0,2,2,4,1,2,3,3,4,2,11,2,2,2,1,1,2,13,2
1989,sdg,1,2,0,0,1,0,6,1,0,1,3,0,1,4,1,1,1,1,1,0,7,2,0,2,2,3,1,7,1
1989,sea,1,1,1,2,0,0,6,0,1,1,1,0,1,7,1,1,0,1,2,0,8,1,0,1,0,1,1,6,0
1989,sfo,1,1,1,1,1,1,5,0,2,1,1,0,0,6,2,1,0,0,1,1,5,0,1,3,3,1,1,4,1
1989,tam,1,1,0,1,1,2,7,1,1,0,3,1,1,5,1,3,1,3,2,1,9,2,2,0,1,1,1,5,1
1989,was,0,0,1,1,2,1,5,0,1,1,1,1,1,6,0,2,0,0,1,2,6,0,2,1,0,1,2,5,0
1990,atl,1,1,1,0,1,1,5,2,1,1,0,0,1,5,1,1,1,0,1,2,6,1,1,0,1,1,1,6,2
1990,buf,1,1,1,1,0,1,7,0,0,1,1,1,1,6,0,1,1,0,2,1,9,1,2,2,1,0,0,5,2
1990,chi,1,2,2,1,1,1,7,2,2,1,1,2,0,12,2,1,1,1,1,1,7,1,1,0,1,2,1,6,1
1990,cin,1,1,1,1,1,1,6,0,2,1,2,1,1,7,1,1,1,1,1,1,6,1,1,2,1,2,1,6,2
1990,cle,0,1,1,1,1,1,6,1,1,0,1,2,1,5,1,1,1,1,0,0,6,1,1,2,0,0,1,3,0
1990,clt,1,1,0,4,0,1,7,1,0,1,1,0,1,8,0,0,1,1,1,0,5,1,0,1,1,1,1,6,1
1990,crd,0,1,1,1,1,1,7,2,1,1,1,2,1,6,1,1,1,1,2,1,6,0,0,0,0,0,0,0,0
1990,dal,1,1,1,0,1,0,2,1,2,2,1,3,0,6,1,1,1,1,0,1,6,1,1,1,1,1,1,6,1
1990,den,0,1,0,1,2,1,5,1,2,1,1,1,1,7,1,1,1,0,1,0,6,1,0,1,1,0,1,7,0
1990,det,1,1,1,2,1,1,7,1,1,1,1,1,1,6,1,2,1,1,1,1,6,1,0,1,1,0,1,6,1
1990,gnb,2,1,1,1,1,1,6,1,0,2,1,2,1,7,1,1,1,2,1,1,5,1,1,3,1,0,1,7,0
1990,kan,1,1,0,1,2,1,5,1,1,1,1,0,1,7,1,0,1,1,0,1,5,1,1,1,0,1,0,6,1
1990,mia,1,1,1,1,1,1,3,2,0,0,1,1,1,7,1,1,1,1,1,2,7,1,2,0,1,1,1,7,0
1990,min,0,0,2,1,2,0,6,0,1,1,1,0,1,5,1,1,1,1,1,1,5,1,1,1,1,0,1,5,1
1990,nor,1,1,1,1,1,2,9,1,1,1,1,1,1,6,1,1,1,1,2,1,7,1,1,1,1,1,1,6,1
1990,nwe,2,0,2,0,3,0,5,1,1,2,2,0,1,8,1,1,1,3,1,1,5,1,0,1,3,2,1,2,1
1990,nyg,1,1,1,1,1,0,6,1,0,2,2,1,1,6,1,1,1,1,1,1,8,1,1,1,1,1,2,7,1
1990,nyj,1,1,1,1,2,1,7,1,1,1,1,1,2,6,1,1,2,0,1,1,6,1,1,1,0,1,1,7,1
1990,oti,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,0,2,1,6,2,1,1,1,1,2,6,1
1990,phi,1,1,1,0,1,1,7,0,1,2,0,0,1,0,1,1,1,0,1,2,5,1,0,1,1,1,2,4,1
1990,pit,1,1,2,1,1,1,6,2,1,1,1,1,1,6,1,1,1,0,2,1,7,1,1,1,1,1,2,6,1
1990,rai,1,1,0,1,0,1,7,0,0,0,0,0,2,3,3,0,0,1,1,1,7,1,1,1,1,0,0,7,1
1990,ram,1,1,1,0,0,1,7,2,3,1,1,1,2,4,2,3,1,0,2,2,4,1,2,3,3,4,2,11,2
1990,sdg,1,0,3,0,0,4,9,1,2,0,0,1,0,6,1,0,1,3,0,1,4,1,1,1,1,1,0,7,2
1990,sea,1,2,0,1,1,1,5,1,1,1,2,0,0,6,0,1,1,1,0,1,7,1,1,0,1,2,0,8,1
1990,sfo,1,2,1,1,0,1,4,1,1,1,1,1,1,5,0,2,1,1,0,0,6,2,1,0,0,1,1,5,0
1990,tam,1,1,0,2,1,1,5,1,1,0,1,1,2,7,1,1,0,3,1,1,5,1,3,1,3,2,1,9,2
1990,was,0,1,1,2,1,1,4,0,0,1,1,2,1,5,0,1,1,1,1,1,6,0,2,0,0,1,2,6,0
1991,atl,2,1,0,1,1,1,8,1,1,1,0,1,1,5,2,1,1,0,0,1,5,1,1,1,0,1,2,6,1
1991,buf,1,1,1,0,1,1,6,1,1,1,1,0,1,7,0,0,1,1,1,1,6,0,1,1,0,2,1,9,1
1991,chi,1,1,1,1,1,1,6,1,2,2,1,1,1,7,2,2,1,1,2,0,12,2,1,1,1,1,1,7,1
1991,cin,1,1,1,2,1,1,6,1,1,1,1,1,1,6,0,2,1,2,1,1,7,1,1,1,1,1,1,6,1
1991,cle,1,1,1,1,0,1,6,0,1,1,1,1,1,6,1,1,0,1,2,1,5,1,1,1,1,0,0,6,1
1991,clt,0,1,1,1,1,1,6,1,1,0,4,0,1,7,1,0,1,1,0,1,8,0,0,1,1,1,0,5,1
1991,crd,1,1,1,1,1,1,7,0,1,1,1,1,1,7,2,1,1,1,2,1,6,1,1,1,1,2,1,6,0
1991,dal,3,1,3,4,1,1,5,1,1,1,0,1,0,2,1,2,2,1,3,0,6,1,1,1,1,0,1,6,1
1991,den,1,1,1,1,1,1,4,0,1,0,1,2,1,5,1,2,1,1,1,1,7,1,1,1,0,1,0,6,1
1991,det,1,0,1,1,1,1,5,1,1,1,2,1,1,7,1,1,1,1,1,1,6,1,2,1,1,1,1,6,1
1991,gnb,1,1,2,0,1,2,7,2,1,1,1,1,1,6,1,0,2,1,2,1,7,1,1,1,2,1,1,5,1
1991,kan,1,1,1,0,1,1,6,1,1,0,1,2,1,5,1,1,1,1,0,1,7,1,0,1,1,0,1,5,1
1991,mia,1,0,1,0,2,0,6,1,1,1,1,1,1,3,2,0,0,1,1,1,7,1,1,1,1,1,2,7,1
1991,min,0,0,2,1,1,1,7,0,0,2,1,2,0,6,0,1,1,1,0,1,5,1,1,1,1,1,1,5,1
1991,nor,0,1,0,0,1,1,5,1,1,1,1,1,2,9,1,1,1,1,1,1,6,1,1,1,1,2,1,7,1
1991,nwe,2,1,1,1,2,1,7,2,0,2,0,3,0,5,1,1,2,2,0,1,8,1,1,1,3,1,1,5,1
1991,nyg,1,1,1,1,1,1,6,1,1,1,1,1,0,6,1,0,2,2,1,1,6,1,1,1,1,1,1,8,1
1991,nyj,0,1,1,1,0,2,6,1,1,1,1,2,1,7,1,1,1,1,1,2,6,1,1,2,0,1,1,6,1
1991,oti,0,3,2,2,1,0,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,0,2,1,6,2
1991,phi,1,1,1,1,1,1,6,1,1,1,0,1,1,7,0,1,2,0,0,1,0,1,1,1,0,1,2,5,1
1991,pit,1,1,1,2,0,1,6,1,1,2,1,1,1,6,2,1,1,1,1,1,6,1,1,1,0,2,1,7,1
1991,rai,1,1,0,1,0,1,5,1,1,0,1,0,1,7,0,0,0,0,0,2,3,3,0,0,1,1,1,7,1
1991,ram,1,1,0,1,1,1,6,1,1,1,0,0,1,7,2,3,1,1,1,2,4,2,3,1,0,2,2,4,1
1991,sdg,1,3,0,1,2,1,7,1,0,3,0,0,4,9,1,2,0,0,1,0,6,1,0,1,3,0,1,4,1
1991,sea,1,1,1,1,1,1,3,1,2,0,1,1,1,5,1,1,1,2,0,0,6,0,1,1,1,0,1,7,1
1991,sfo,1,2,0,1,2,1,6,1,2,1,1,0,1,4,1,1,1,1,1,1,5,0,2,1,1,0,0,6,2
1991,tam,1,0,2,1,2,1,7,1,1,0,2,1,1,5,1,1,0,1,1,2,7,1,1,0,3,1,1,5,1
1991,was,1,0,1,0,0,1,6,0,1,1,2,1,1,4,0,0,1,1,2,1,5,0,1,1,1,1,1,6,0
1992,atl,2,1,1,1,0,1,6,2,1,0,1,1,1,8,1,1,1,0,1,1,5,2,1,1,0,0,1,5,1
1992,buf,1,1,1,1,1,1,6,1,1,1,0,1,1,6,1,1,1,1,0,1,7,0,0,1,1,1,1,6,0
1992,chi,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1,2,2,1,1,1,7,2,2,1,1,2,0,12,2
1992,cin,2,1,1,1,1,1,6,1,1,1,2,1,1,6,1,1,1,1,1,1,6,0,2,1,2,1,1,7,1
1992,cle,1,1,2,0,0,2,6,1,1,1,1,0,1,6,0,1,1,1,1,1,6,1,1,0,1,2,1,5,1
1992,clt,2,1,0,2,1,1,6,0,1,1,1,1,1,6,1,1,0,4,0,1,7,1,0,1,1,0,1,8,0
1992,crd,0,1,1,2,0,1,7,1,1,1,1,1,1,7,0,1,1,1,1,1,7,2,1,1,1,2,1,6,1
1992,dal,2,2,2,1,2,1,5,3,1,3,4,1,1,5,1,1,1,0,1,0,2,1,2,2,1,3,0,6,1
1992,den,1,1,0,1,1,0,8,1,1,1,1,1,1,4,0,1,0,1,2,1,5,1,2,1,1,1,1,7,1
1992,det,1,2,1,0,0,1,2,1,0,1,1,1,1,5,1,1,1,2,1,1,7,1,1,1,1,1,1,6,1
1992,gnb,1,1,1,1,2,1,6,1,1,2,0,1,2,7,2,1,1,1,1,1,6,1,0,2,1,2,1,7,1
1992,kan,1,1,0,1,0,1,6,1,1,1,0,1,1,6,1,1,0,1,2,1,5,1,1,1,1,0,1,7,1
1992,mia,2,1,1,1,1,1,8,1,0,1,0,2,0,6,1,1,1,1,1,1,3,2,0,0,1,1,1,7,1
1992,min,0,1,0,1,1,1,7,0,0,2,1,1,1,7,0,0,2,1,2,0,6,0,1,1,1,0,1,5,1
1992,nor,1,0,1,2,1,1,5,0,1,0,0,1,1,5,1,1,1,1,1,2,9,1,1,1,1,1,1,6,1
1992,nwe,1,1,2,2,1,1,9,2,1,1,1,2,1,7,2,0,2,0,3,0,5,1,1,2,2,0,1,8,1
1992,nyg,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,0,6,1,0,2,2,1,1,6,1
1992,nyj,1,1,1,1,1,2,3,0,1,1,1,0,2,6,1,1,1,1,2,1,7,1,1,1,1,1,2,6,1
1992,oti,0,1,1,1,3,1,6,0,3,2,2,1,0,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1
1992,phi,0,1,1,2,1,1,6,1,1,1,1,1,1,6,1,1,1,0,1,1,7,0,1,2,0,0,1,0,1
1992,pit,1,1,1,1,1,0,9,1,1,1,2,0,1,6,1,1,2,1,1,1,6,2,1,1,1,1,1,6,1
1992,rai,1,1,0,0,1,1,4,1,1,0,1,0,1,5,1,1,0,1,0,1,7,0,0,0,0,0,2,3,3
1992,ram,1,1,2,1,1,1,7,1,1,0,1,1,1,6,1,1,1,0,0,1,7,2,3,1,1,1,2,4,2
1992,sdg,1,1,1,0,3,1,6,1,3,0,1,2,1,7,1,0,3,0,0,4,9,1,2,0,0,1,0,6,1
1992,sea,1,0,1,0,1,1,7,1,1,1,1,1,1,3,1,2,0,1,1,1,5,1,1,1,2,0,0,6,0
1992,sfo,1,1,1,1,0,1,4,1,2,0,1,2,1,6,1,2,1,1,0,1,4,1,1,1,1,1,1,5,0
1992,tam,0,1,2,1,2,1,6,1,0,2,1,2,1,7,1,1,0,2,1,1,5,1,1,0,1,1,2,7,1
1992,was,1,1,1,1,0,1,6,1,0,1,0,0,1,6,0,1,1,2,1,1,4,0,0,1,1,2,1,5,0
1993,atl,1,1,1,0,1,1,2,2,1,1,1,0,1,6,2,1,0,1,1,1,8,1,1,1,0,1,1,5,2
1993,buf,1,1,0,1,2,1,2,1,1,1,1,1,1,6,1,1,1,0,1,1,6,1,1,1,1,0,1,7,0
1993,chi,1,1,1,3,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,6,1,2,2,1,1,1,7,2
1993,cin,1,1,2,1,1,1,2,2,1,1,1,1,1,6,1,1,1,2,1,1,6,1,1,1,1,1,1,6,0
1993,cle,1,1,1,0,1,1,1,1,1,2,0,0,2,6,1,1,1,1,0,1,6,0,1,1,1,1,1,6,1
1993,clt,1,1,1,2,0,1,2,2,1,0,2,1,1,6,0,1,1,1,1,1,6,1,1,0,4,0,1,7,1
1993,crd,2,1,0,1,0,1,3,0,1,1,2,0,1,7,1,1,1,1,1,1,7,0,1,1,1,1,1,7,2
1993,dal,0,2,1,2,0,1,3,2,2,2,1,2,1,5,3,1,3,4,1,1,5,1,1,1,0,1,0,2,1
